header,location,locationCrumbs,price,description,type,listNumber,specificId,urlStub,cashFlow,listingTypeId,ebitda,financingTypeId,leaseRateDuration,leaseRatePerSquareFoot,searchOffset,adLevelId,siteSpecificId,isDiamondReinforcement,brokerCompany,brokerIntroduction,brokerContactPhoto,brokerContactFullName,isInlineAd,listingPriceReduced,contactInfo,detailRequests,diamondMetaData,region,hotProperty,recentlyUpdated,recentlyAdded,isInlineBroker,brokerCompanyPhoto,brokerCertifications,realEstateIncludedInAskingPrice,initialFee,initialCapital,externalUrl,auctionStartDate,auctionEndDate,auctionDateDisplay,auctionPlacardHighlights,account,activeListingsCount,soldListingsCount,isFdResale,userTypeId,relatedSearchUrlStub,expirationTypeId,advertiserId,placementTypeId,sponsorLevelId,categoryDetails
Vinni's Listing - High Volume Prime Chevron Location with Real Estate!,"Glendale, AZ",,4695000,"Chevron Gas Station with Convenience Store & Real Estate – Prime Location Exceptional opportunity to acquire a Chevron-branded gas station and convenience store with real estate in a high-traffic,...",3,2386291,2386291,https://www.bizbuysell.com/business-opportunity/vinnis-listing-high-volume-prime-chevron-location-with-real-estate/2386291/,528600,40,,0,,,218,3,2386291,,,,,,,FALSE,,,,AZ,FALSE,FALSE,TRUE,,,,TRUE,,,,,,,,36616,0,0,0,40,,0,,,,
Assett Commercial Services,Available in Multiple Locations,,50000,"Over $1,000,000/Year Potential | Low Startup | Semi-Absentee | Recession-Resilient | Best for NEW Business Owners who want to become Independently Self-Employed for the very first time. Assett is a Family Owned & Operated commercial cleaning franchise brand that exclusively focuses on helping franchisees build incredible life-changing cleaning businesses.",-1,2854,2854,/franchise-for-sale/assett-commercial-services/,,-1,,,,,-1,-1,4761,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/cleaning-and-maintenance-franchise/,,,,,
Turnkey Laundromat in Heart of Cincinnati w/ Renovations & Clean books,"Hamilton County, OH",,350000,"It's no secret that laundromats are one of the best boring businesses to own. This is a turnkey, cash-flowing business ready for a new owner. With three long-time staff already in place, this has the...",3,2386289,2386289,https://www.bizbuysell.com/business-opportunity/turnkey-laundromat-in-heart-of-cincinnati-w-renovations-and-clean-books/2386289/,90000,40,,0,,,219,3,2386289,,,,,,,FALSE,,,,OH,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,50700,0,0,0,40,,0,,,,
SG 10980 Texas Matagorda Unbranded Gas Station and Fast Food,"Matagorda County, TX",,1500000,"Unbranded Gas Station and Fast Food for Sale in Matagorda, TX | Prime Business Opportunity Looking for a lucrative investment in Texas? This Unbranded Gas Station and Fast Food Business in Matagorda...",3,2386263,2386263,https://www.bizbuysell.com/business-opportunity/sg-10980-texas-matagorda-unbranded-gas-station-and-fast-food/2386263/,230000,40,,0,,,220,3,2386263,,,,,,,FALSE,,,,TX,FALSE,FALSE,TRUE,,,,TRUE,,,,,,,,8517,0,0,0,40,,0,,,,
4 Store Tropical Smoothie Cafe Network for Sale- Idaho,"Boise, ID",,1500000,"DEAL HIGHLIGHTS * NETWORK SALES FROM 5/1/2024-4/30/2024 WERE $2,725,773 * INCLUDED IN THE DEAL IS ONE ADDITIONAL PAID FRANCHISE AGREEMENT WITH EQUIPMENT WHICH ARE OUTSIDE OF THE 4 STORE NETWORK * ALL...",3,2386258,2386258,https://www.bizbuysell.com/business-opportunity/4-store-tropical-smoothie-cafe-network-for-sale-idaho/2386258/,,40,,0,,,221,3,2386258,,,,,,,FALSE,,,,ID,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,43235,0,0,0,40,,0,,,,
Priced To Sell /Fully Equipped TurnKey,"Union City, NJ",,45000,Turnkey Salon /Perfect for a person with high end clientele or Colorist. Established 6 years in great Location 10 mins from Manhattan!Start working immediately. 4 Styling Stations 1 Shampoo Bowl...,3,2386257,2386257,https://www.bizbuysell.com/business-opportunity/priced-to-sell-fully-equipped-turnkey/2386257/,100000,40,,0,40,1918,222,3,2386257,,,,,,,FALSE,,,,NJ,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Turnkey Restaurant & bar on Roosevelt Row,"Phoenix, AZ",,,"Turnkey Restaurant & Bar on Roosevelt Row This award-winning establishment represents a premier dining opportunity in one of Phoenix's most desirable locations. Located on the iconic Roosevelt Row,...",3,2386253,2386253,https://www.bizbuysell.com/business-opportunity/turnkey-restaurant-and-bar-on-roosevelt-row/2386253/,50000,40,,0,40,9500,223,3,2386253,,,,,,,FALSE,,,,AZ,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Translation Services,"Utah County, UT",,300000,"This is a boutique, full-service translation and localization provider with over 20 years of proven performance and a strong reputation for exceptional quality and client service. Established in 2003,...",3,2386247,2386247,https://www.bizbuysell.com/business-opportunity/translation-services/2386247/,128039,40,,0,,,224,3,2386247,,,,,,,FALSE,,,,UT,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,1982,0,0,0,40,,0,,,,
Robin's Restaurant and Market,"Seattle, WA",,195000,"THE OPPORTUNITY Prime turnkey restaurant opportunity with high visbility corner location o ers a rare chance to own and operate a stunning establishment along Stone Way Avenue, one of the city's most...",3,2386245,2386245,https://www.bizbuysell.com/business-opportunity/robins-restaurant-and-market/2386245/,,40,,0,,,225,3,2386245,,,,,,,FALSE,,,,WA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,48873,0,0,0,40,,0,,,,
Profitable Turnkey Fried Chicken Restaurant,"Northern Ontario, ON",,799000,"No Franchise Fees | High Traffic Location | Property Optional Step into a profitable, well-known fried chicken restaurant—without the burden of franchise fees. They are already set up with the...",3,2386239,2386239,https://www.bizbuysell.com/business-opportunity/profitable-turnkey-fried-chicken-restaurant/2386239/,167000,40,,1,,,226,3,2386239,,,,,,,FALSE,,,,ON,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,42273,0,0,0,40,,0,,,,
Turnkey Multi-Concept Restaurant for Sale in Downtown Miami – E2,"Miami, FL",,595000,An exceptional opportunity to acquire a fully operational and scalable food business located in one of the most prestigious food halls in Downtown Miami. This offering includes four different culinary...,3,2386237,2386237,https://www.bizbuysell.com/business-opportunity/turnkey-multi-concept-restaurant-for-sale-in-downtown-miami-e2/2386237/,76867,40,,0,40,16600,227,3,2386237,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,34330,0,0,0,40,,0,,,,
AAMCO Transmissions,Available in Multiple Locations,,90000,"With nearly 600 centers across North America, AAMCO is actively seeking single and multi-unit franchise owners. AAMCO is known for providing higher quality of service and seeking those who share that commitment. Take advantage of a world-wide brand built on decades of consumer trust and loyalty. The day you open your doors, the community already knows your reputation for reliable, expert automotive care. As the noted leader in transmission repair, you are positioned for success within the lucrative and complex vehicle services industry.",-1,12,12,/franchise-for-sale/aamco-transmissions-franchise/,,-1,,,,,-1,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/automotive-franchise/,,,,,
"For Sale: Turnkey, Newly Renovated Mechanic Shop in Prime Holly Hill,","Holly Hill, FL",,25000,"Seize this exceptional opportunity to own a fully equipped, recently renovated automotive repair shop in the heart of bustling Holly Hill, Florida. Strategically situated in a high-traffic area, this...",3,2386235,2386235,https://www.bizbuysell.com/business-opportunity/for-sale-turnkey-newly-renovated-mechanic-shop-in-prime-holly-hill/2386235/,,40,,0,,,228,3,2386235,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,45239,0,0,0,40,,0,,,,
"Roofing Business – Turnkey, Profitable & Tech-Driven","Saskatchewan, SK",,1350000,"Weighted SDE of $539,839 with consistent revenue and growth. Take advantage of this rare chance to acquire a turnkey roofing company with a 20-year legacy of quality, efficiency, and strong regional...",3,2386234,2386234,https://www.bizbuysell.com/business-opportunity/roofing-business-turnkey-profitable-and-tech-driven/2386234/,539000,40,,1,,,229,3,2386234,,,,,,,FALSE,,,,SK,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,42273,0,0,0,40,,0,,,,
Seller Financing Martin's Bread Route,"Westbury, NY",,550000,"Priced to sell quickly. Proof of funds required before discussing Financing available, terms to be negotiated. Rare opportunity to purchase a Martin's Bread route on Long Island. This route picks up...",3,2386225,2386225,https://www.bizbuysell.com/business-opportunity/seller-financing-martins-bread-route/2386225/,135970,40,,1,40,,230,3,2386225,,,,,,,FALSE,,,,NY,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Established Cobbler Business in Prime Lake Worth Locale,"Lake Worth Beach, FL",,225000,"An authentic artisan-led shoe and accessory repair shop with over 45 years of distinguished service in Lake Worth Beach. Renowned for flawless craftsmanship across footwear, boots, orthopedic...",3,2386218,2386218,https://www.bizbuysell.com/business-opportunity/established-cobbler-business-in-prime-lake-worth-locale/2386218/,85000,40,,1,,,231,3,2386218,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,46471,0,0,0,40,,0,,,,
Blue Coast Burrito,Available in Multiple Locations,,150000,We are an exciting business choice with broad competitive attributes validated by 13 years of 6.2% compounded average unit volume growth. $1M+ AUV* An ideal fit for developers looking to diversify!,-1,2587,2587,/franchise-for-sale/blue-coast-burrito/,,-1,,,,,-1,-1,4513,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/food-and-restaurant-franchise/,,,,,
Damage Restoration Company (Local / Content) - Minneapolis,"Minneapolis, MN",,299900,"Our company provides clients with restoration of valuable personal property and goods that have been damaged in a flood, fire, or other tragedy. The sale price includes a vehicle, an extensive...",3,2386200,2386200,https://www.bizbuysell.com/business-opportunity/damage-restoration-company-local-content-minneapolis/2386200/,218000,40,,0,,,232,3,2386200,,,,,,,FALSE,,,,MN,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,44314,0,0,0,40,,0,,,,
Wholesale Harry Hines smoke vape,"Dallas, TX",,180000,"Harry Hines - Dallas, TX Wholesale Smoke and Vape ..................................... Established 24 years ago same owner same location sold clients database +500 Active Customers...",3,2386194,2386194,https://www.bizbuysell.com/business-opportunity/wholesale-harry-hines-smoke-vape/2386194/,,40,,0,,10000,233,3,2386194,,,,,,,FALSE,,,,TX,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,46607,0,0,0,40,,0,,,,
RARE Central Avenue Turnkey Restaurant Opportunity,"Saint Petersburg, FL",,130000,An EXCEPTIONAL chance to own a VERY WELL KNOWN and popular healthy food cafe and restaurant on the HIGHLY COVETED CENTRAL AVENUE in beautiful and THRIVING St. Petersburg Florida. Incredible online...,3,2386180,2386180,https://www.bizbuysell.com/business-opportunity/rare-central-avenue-turnkey-restaurant-opportunity/2386180/,,40,,1,40,4900,234,3,2386180,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,2977,0,0,0,40,,0,,,,
Nail Salon Opportunity in Prime Downtown Denver Location,"Denver, CO",,220000,"Step into this fully equipped 1,500 sq. ft. nail salon and bring your dream vision to life in one of Denver’s most high-traffic areas. Located along Speer Boulevard, this salon boasts unmatched...",3,2386152,2386152,https://www.bizbuysell.com/business-opportunity/nail-salon-opportunity-in-prime-downtown-denver-location/2386152/,,40,,0,40,5800,235,3,2386152,,,,,,,FALSE,,,,CO,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,47376,0,0,0,40,,0,,,,
Wildly Popular Franchise in Clift Farms,"Huntsville, AL",,199000,Seize the opportunity to get in with this wildly popular sweet treat brand in beautiful new retail center. Franchisor has forecasted sales close to $1M. Located in growing suburb of Madison County...,3,2386139,2386139,https://www.bizbuysell.com/business-opportunity/wildly-popular-franchise-in-clift-farms/2386139/,73963,40,,0,40,,236,3,2386139,,,,,,,FALSE,,,,AL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,24177,0,0,0,40,,0,,,,
Turnkey Specialty Coffee Shop – Growing Sales,"Milwaukee County, WI",,550000,"Established, Profitable Coffee Shop with $45,000+ Monthly Revenue This turnkey café is fully operational with consistent monthly sales and a loyal customer base. It’s staffed, systemized, and ready...",3,2386056,2386056,https://www.bizbuysell.com/business-opportunity/turnkey-specialty-coffee-shop-growing-sales/2386056/,,40,,0,,,237,3,2386056,,,,,,,FALSE,,,,WI,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,36274,0,0,0,40,,0,,,,
"NEW Opportunity: Well Known, Established Bakery Cafe' Coffee Shop","Orange County, VA",,110000,Overview: An exceptional opportunity to own a thriving and well-loved bakery business in the heart of charming Orange County VA. This business is a custom cake and dessert shop known for its stunning...,3,2385940,2385940,https://www.bizbuysell.com/business-opportunity/new-opportunity-well-known-established-bakery-cafe-coffee-shop/2385940/,,40,,1,30,27000,238,3,2385940,,,,,,,FALSE,,,,VA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,46159,0,0,0,40,,0,,,,
"Lawn & Tree App Biz, Drainage & Irrigation","Evansville, IN",,80000,"Established Landscaping & Yard Services Business - Evansville, IN This well-established landscaping company has been serving the Evansville, In area for multiple years, building a solid reputation....",3,2353394,2353394,https://www.bizbuysell.com/business-opportunity/lawn-and-tree-app-biz-drainage-and-irrigation/2353394/,0,40,0,0,40,0,239,3,2353394,,,,,,,FALSE,,,,IN,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
"8 FedEx Ground Routes - Dorris, CA - Seller & Vehicle Financing","Dorris, CA",,850000,"FedEx Ground Routes for Sale: Well-established and highly profitable FedEx Ground routes. All routes are contiguous, making load sharing among routes efficient. Each business, which is comprised of...",3,2385843,2385843,https://www.bizbuysell.com/business-opportunity/8-fedex-ground-routes-dorris-ca-seller-and-vehicle-financing/2385843/,239294,40,239294,0,,,240,3,2385843,,,,,,,FALSE,,,,CA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,38691,0,0,0,40,,0,,,,
Office Pride Commercial Cleaning,Available Nationwide,,50000,Be a Part of Something Great™,-1,267,267,/franchise-for-sale/office-pride-commercial-cleaning/,,-1,,,,,-1,-1,2944,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/cleaning-and-maintenance-franchise/,,,,,
Successful established colon hydrotherapy business in West Michigan,"Grand Rapids, MI",,30000,"Successful Colon Hydrotherapy Business - West Michigan's Only Open System Established in 1996, this well-regarded colon hydrotherapy practice serves clients throughout West Michigan from a...",3,2381815,2381815,https://www.bizbuysell.com/business-opportunity/successful-established-colon-hydrotherapy-business-in-west-michigan/2381815/,12000,40,,0,,,241,3,2381815,,,,,,,FALSE,,,,MI,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Painting Professionals - Franchisor Locations,"Utah County, UT",,75000,*Utah franchise areas currently available for purchase were operated by the corporate franchising company or affiliates from 2018 to 2024. Operations were terminated in 2024 to focus efforts on...,3,2384795,2384795,https://www.bizbuysell.com/business-opportunity/painting-professionals-franchisor-locations/2384795/,,40,,0,,,242,3,2384795,,,,,,,FALSE,,,,UT,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,46655,0,0,0,40,,0,,,,
Shoe Repair shop for sale,"Atlanta, GA",,100000,"Long-Standing Cobbler Shop in High-Traffic Area This is a rare opportunity to take over a well-established, turn-key shoe and leather repair business with a loyal customer base, prime location, and...",3,2383780,2383780,https://www.bizbuysell.com/business-opportunity/shoe-repair-shop-for-sale/2383780/,0,40,0,0,40,2250,243,3,2383780,,,,,,,FALSE,,,,GA,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Niche Video Producer for Businesses with Social Impact,"Hood River County, OR",,370000,This business-to-business media company specializes in producing video content that delivers measurable impact for clients while also contributing to nonprofit initiatives. Each project is designed to...,3,2378113,2378113,https://www.bizbuysell.com/business-opportunity/niche-video-producer-for-businesses-with-social-impact/2378113/,125000,40,,0,40,,244,3,2378113,,,,,,,FALSE,,,,OR,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Baltimore City Liquor License Class A(package goods)Sale.,"Baltimore, MD",,40000,Baltimore City Class A - Package Goods Liquor License for Sale. PENN NORTH DISTRICT....,3,2386867,2386867,https://www.bizbuysell.com/business-asset/baltimore-city-liquor-license-class-a-package-goods-sale/2386867/,,30,,0,,,245,3,2386867,,,,,,,FALSE,,,,MD,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,23088,0,0,0,40,,0,,,,
"Turnkey Restaurant Space – 120 Seats, Full Kitchen","Broward County, FL",,135000,"Established Restaurant for Sale – Turnkey Space with Licenses and Equipment Profitable and well-established Korean restaurant for sale, operating in the same prime location since 2011. The business...",3,2386850,2386850,https://www.bizbuysell.com/business-asset/turnkey-restaurant-space-120-seats-full-kitchen/2386850/,,30,,0,,,246,3,2386850,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,18060,0,0,0,40,,0,,,,
Regional Commercial & Residential Overhead Door and Dock Company,"Cleveland County, NC",,1200000,"**Business includes Preventative Maintenance Contracts with some Commercial Clients!** This Business is NOT a franchise. This is a great opportunity to acquire a successful, locally operated garage...",3,2386797,2386797,https://www.bizbuysell.com/business-asset/regional-commercial-and-residential-overhead-door-and-dock-company/2386797/,,30,,1,,,247,3,2386797,,,,,,,FALSE,,,,NC,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,40900,0,0,0,40,,0,,,,
"Cincinnati, Ohio Indoor Trampoline Park","Hamilton County, OH",,150000,"Step into a high-growth, high-demand industry with this active entertainment center. This is a rare opportunity to acquire a fully operational indoor family entertainment park at a fraction of the...",3,2385955,2385955,https://www.bizbuysell.com/business-asset/cincinnati-ohio-indoor-trampoline-park/2385955/,,30,,1,,,248,3,2385955,,,,,,,FALSE,,,,OH,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Furnished Beauty Salon Ready For New Owners,"Coral Gables, FL",,33000,Elegant Boutique Salon. Nice Reception Lobby; (4) Hair Design Stations; (2) Pedicure Stations; (2) Mani Tables; Waxing area; Kitchen Area; (1) European Shampoo Bowl...,3,2386414,2386414,https://www.bizbuysell.com/business-asset/furnished-beauty-salon-ready-for-new-owners/2386414/,,30,,1,,,249,3,2386414,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,26697,0,0,0,40,,0,,,,
Executive Home Care,Available in Multiple Locations,,99000,TOP Senior Care company with PRIME Territories available.,-1,2322,2322,/franchise-for-sale/executive-home-care/,,-1,,,,,-1,-1,4259,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/health-and-senior-care-franchise/,,,,,
"Studio 6 Channelview, TX – Baytown West","Channelview, TX",,0,"24,592 SF Hotel For Sale...",6,35606080,35606080,https://www.bizbuysell.com/business-auction/studio-6-channelview-tx-baytown-west/35606080/,,90,,,,,0,5,35606080,,,,,,,FALSE,,,,TX,FALSE,FALSE,FALSE,,,,TRUE,,,https://www.ten-x.com/listing/16939-east-fwy-channelview-tx-77530/35606080/?utm_source=BizBuySell&utm_medium=DigitalPublisher&utm_campaign=SRPPlacardRegToBid-AssetMarketing-NA-NA&utm_content=SIID0000-PID0002-NON-0000-NA-TID0000,7/14/25 12:00,,"July 14-16, 2025","['Along I-10 with proximity to major airports', 'Prime influx of business and leisure guests', 'Starting bid $750,000']",,0,0,0,,,0,,,,
